Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.1514 0.591837 2.45292 4.59211 109.396 0.241289 0.242599 2.34852 1.02189 5.64423
1.1514 0.612245 2.31861 4.34067 114.115 0.241117 0.242427 2.31178 1.01682 5.7534
1.1514 0.632653 2.19056 4.10095 119.083 0.240985 0.242294 2.27766 1.01219 5.85432
1.1514 0.653061 2.06833 3.87213 124.323 0.240883 0.242192 2.24262 1.00751 5.95904
1.1514 0.673469 1.95154 3.65349 129.862 0.240822 0.242131 2.21367 1.0035 6.05153
1.1514 0.693878 1.83983 3.44435 135.732 0.240792 0.2421 2.18099 0.998873 6.161
1.1514 0.714286 1.73286 3.24409 141.969 0.240801 0.24211 2.1488 0.994697 6.26015
1.1514 0.734694 1.63033 3.05215 148.613 0.240835 0.242144 2.12131 0.99072 6.36054
1.1514 0.755102 1.53204 2.86813 155.709 0.240907 0.242215 2.09497 0.987097 6.45842
1.1514 0.77551 1.43764 2.69141 163.315 0.241023 0.242332 2.06832 0.983247 6.55633
1.1514 0.795918 1.34696 2.52164 171.494 0.241159 0.242469 2.0407 0.979612 6.6596
1.1514 0.816327 1.25975 2.35837 180.324 0.241336 0.242646 2.0192 0.97653 6.74717
1.1514 0.836735 1.17583 2.20127 189.892 0.241547 0.242858 1.99571 0.973171 6.84606
1.1514 0.857143 1.09501 2.04998 200.309 0.241788 0.2431 1.97541 0.970284 6.93067
1.1514 0.877551 1.01713 1.90416 211.706 0.242055 0.243368 1.9539 0.967055 7.03088
1.1514 0.897959 0.94202 1.76356 224.243 0.242356 0.24367 1.93491 0.964401 7.11922
1.1514 0.918367 0.869549 1.62788 238.119 0.242684 0.244 1.91182 0.961152 7.22189
1.1514 0.938776 0.799571 1.49688 253.584 0.243043 0.24436 1.89457 0.958679 7.31122
1.1514 0.959184 0.731946 1.37028 270.96 0.243449 0.244767 1.87762 0.956113 7.39878
1.1514 0.979592 0.666584 1.24791 290.652 0.243866 0.245186 1.86096 0.953754 7.48782
1.1514 1 0.603355 1.12954 313.21 0.24432 0.245641 1.84342 0.951115 7.58341
1.20679 0 15.4225 28.8726 27.5517 0.266959 0.268359 5.61787 1.38006 2.00905
1.20679 0.0204082 14.0573 26.3167 29.5351 0.26504 0.266434 5.29553 1.35031 2.14116
1.20679 0.0408163 12.8783 24.1096 31.5406 0.263217 0.264605 5.01357 1.3235 2.27742
1.20679 0.0612245 11.8504 22.1852 33.571 0.261522 0.262904 4.76647 1.29919 2.4153
1.20679 0.0816327 10.9461 20.4923 35.6303 0.259916 0.261293 4.55223 1.27772 2.54895
1.20679 0.102041 10.1444 18.9913 37.7222 0.258406 0.259777 4.35554 1.25774 2.68691
1.20679 0.122449 9.42876 17.6516 39.8496 0.256973 0.258339 4.17597 1.23879 2.82844
1.20679 0.142857 8.78589 16.4481 42.017 0.255626 0.256987 4.01229 1.22159 2.96783
1.20679 0.163265 8.2055 15.3615 44.2269 0.254359 0.255717 3.86803 1.20552 3.10888
1.20679 0.183673 7.6789 14.3757 46.4826 0.253166 0.254519 3.72766 1.19037 3.24933
1.20679 0.204082 7.1988 13.4769 48.7887 0.252032 0.253381 3.60613 1.1766 3.38616
1.20679 0.22449 6.7593 12.6541 51.1492 0.250971 0.252317 3.49557 1.16405 3.51357
1.20679 0.244898 6.35558 11.8983 53.5672 0.249975 0.251317 3.39318 1.15205 3.64532
1.20679 0.265306 5.98334 11.2014 56.0476 0.249035 0.250373 3.2968 1.14072 3.77733
1.20679 0.285714 5.63908 10.5569 58.5947 0.248155 0.24949 3.20025 1.12952 3.91269
1.20679 0.306122 5.31984 9.95929 61.2126 0.247329 0.248662 3.12369 1.11997 4.03187
1.20679 0.326531 5.02286 9.4033 63.9075 0.246564 0.247894 3.04516 1.11059 4.15454
1.20679 0.346939 4.74588 8.88478 66.6848 0.245844 0.247171 2.96864 1.10126 4.28272
1.20679 0.367347 4.48702 8.40017 69.5498 0.245176 0.2465 2.90107 1.09286 4.40331
1.20679 0.387755 4.24458 7.94628 72.5085 0.244572 0.245894 2.83358 1.0848 4.52094
1.20679 0.408163 4.01702 7.52027 75.5679 0.244004 0.245324 2.77403 1.07695 4.64312
1.20679 0.428571 3.80298 7.11956 78.7358 0.243482 0.244801 2.71542 1.06956 4.75913
1.20679 0.44898 3.60126 6.74193 82.0208 0.242996 0.244312 2.65891 1.06234 4.88002
1.20679 0.469388 3.41091 6.38557 85.4304 0.242574 0.243889 2.6084 1.056 4.98598
1.20679 0.489796 3.23095 6.04868 88.9748 0.242183 0.243497 2.5597 1.04966 5.09961
1.20679 0.510204 3.06056 5.72969 92.6646 0.241838 0.24315 2.51321 1.04376 5.20369
1.20679 0.530612 2.899 5.42722 96.5116 0.241541 0.242852 2.46833 1.03767 5.32062
1.20679 0.55102 2.74558 5.14001 100.528 0.24127 0.242581 2.43037 1.03258 5.41673
1.20679 0.571429 2.59972 4.86695 104.73 0.241055 0.242365 2.38911 1.02709 5.52684
1.20679 0.591837 2.46086 4.60699 109.131 0.240865 0.242174 2.34899 1.02196 5.63358
1.20679 0.612245 2.3285 4.3592 113.751 0.240722 0.24203 2.31394 1.01697 5.73694
