Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.26486 0 14.7459 27.6058 28.4946 0.265867 0.267264 5.45069 1.36508 2.09297
1.26486 0.0204082 13.4954 25.2647 30.4527 0.263981 0.265371 5.15186 1.33728 2.22448
1.26486 0.0408163 12.4081 23.2293 32.4329 0.262225 0.26361 4.89054 1.31229 2.35955
1.26486 0.0612245 11.454 21.443 34.4388 0.260545 0.261924 4.66086 1.28945 2.49554
1.26486 0.0816327 10.6098 19.8627 36.4741 0.258988 0.260361 4.45794 1.26861 2.63188
1.26486 0.102041 9.85774 18.4547 38.5418 0.2575 0.258868 4.26826 1.24889 2.7758
1.26486 0.122449 9.1836 17.1926 40.6448 0.256104 0.257467 4.10879 1.23212 2.90354
1.26486 0.142857 8.57574 16.0547 42.7869 0.254794 0.256153 3.95255 1.2152 3.04656
1.26486 0.163265 8.02498 15.0236 44.9709 0.25355 0.254905 3.81728 1.20033 3.18079
1.26486 0.183673 7.52342 14.0846 47.2012 0.252382 0.253733 3.68565 1.18586 3.31871
1.26486 0.204082 7.06491 13.2262 49.4806 0.251275 0.252621 3.568 1.17262 3.45415
1.26486 0.22449 6.64418 12.4386 51.8124 0.250239 0.251582 3.46394 1.1607 3.57801
1.26486 0.244898 6.25656 11.7129 54.2018 0.249261 0.250601 3.35917 1.14838 3.71804
1.26486 0.265306 5.89843 11.0425 56.6516 0.248347 0.249683 3.26636 1.13756 3.84211
1.26486 0.285714 5.5665 10.4211 59.1668 0.247488 0.248821 3.18083 1.12745 3.96837
1.26486 0.306122 5.25805 9.8436 61.7514 0.246688 0.248018 3.09665 1.1174 4.09767
1.26486 0.326531 4.97061 9.30549 64.4107 0.245944 0.247271 3.02178 1.10836 4.22034
1.26486 0.346939 4.70219 8.80298 67.149 0.24524 0.246565 2.95195 1.09981 4.34224
1.26486 0.367347 4.4508 8.33236 69.9739 0.244601 0.245923 2.88352 1.09117 4.4658
1.26486 0.387755 4.21501 7.89092 72.8897 0.244005 0.245325 2.82089 1.08343 4.58238
1.26486 0.408163 3.99339 7.47603 75.903 0.243463 0.244781 2.76588 1.07629 4.69264
1.26486 0.428571 3.78465 7.08525 79.0215 0.242965 0.244282 2.70948 1.0691 4.80746
1.26486 0.44898 3.58772 6.71658 82.2529 0.242515 0.24383 2.65455 1.06241 4.91931
1.26486 0.469388 3.40162 6.36817 85.6054 0.242109 0.243422 2.60372 1.05559 5.03812
1.26486 0.489796 3.2255 6.03847 89.0875 0.241744 0.243056 2.5546 1.04919 5.15347
1.26486 0.510204 3.05857 5.72595 92.71 0.241428 0.242739 2.51018 1.04358 5.25551
1.26486 0.530612 2.90012 5.42933 96.4834 0.241149 0.242459 2.46496 1.03778 5.36751
1.26486 0.55102 2.74952 5.14738 100.421 0.240908 0.242217 2.42283 1.03217 5.47809
1.26486 0.571429 2.60621 4.87908 104.534 0.240714 0.242022 2.38532 1.02689 5.58585
1.26486 0.591837 2.46964 4.62343 108.84 0.240558 0.241865 2.34937 1.02218 5.6818
